meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
high,medium,high,medium,high,high,medium,medium,low,low,high,high,medium,medium,low,medium,medium,medium,medium,high,male
high,medium,medium,medium,high,medium,medium,medium,medium,low,high,high,medium,low,low,high,low,medium,medium,medium,male
high,low,medium,medium,high,medium,low,low,medium,low,medium,high,medium,high,low,medium,low,medium,medium,medium,male
high,low,medium,medium,high,medium,low,low,medium,low,low,high,medium,low,low,medium,medium,medium,medium,medium,male
high,medium,medium,medium,high,medium,medium,medium,medium,low,high,high,medium,medium,low,high,low,medium,medium,high,male
high,low,high,high,high,medium,low,medium,medium,low,high,high,medium,medium,low,low,low,low,low,low,male
high,low,high,high,medium,low,medium,medium,medium,low,high,high,high,low,low,medium,medium,medium,medium,low,male
high,medium,medium,medium,high,medium,high,high,medium,low,low,high,low,low,medium,low,low,low,low,high,male
medium,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium,low,low,low,low,low,medium,male
high,medium,medium,medium,high,high,high,high,medium,low,low,high,low,medium,medium,low,low,low,low,high,male
high,medium,medium,medium,high,high,medium,high,medium,low,low,high,medium,medium,low,low,low,low,low,high,male
high,medium,high,high,high,medium,medium,medium,medium,low,low,high,low,medium,low,low,low,low,low,high,male
high,medium,medium,medium,high,medium,medium,medium,medium,low,low,high,medium,medium,medium,low,low,low,low,high,male
high,medium,high,medium,high,medium,medium,high,medium,low,low,high,low,low,medium,low,low,low,medium,low,male
low,high,low,low,low,medium,high,high,medium,medium,low,low,low,medium,medium,medium,low,low,low,high,male
low,medium,low,low,low,medium,high,high,medium,medium,low,low,low,medium,medium,low,low,low,low,high,male
low,medium,low,low,low,medium,high,medium,medium,high,low,low,low,high,low,low,medium,low,low,high,male
low,medium,low,low,low,medium,high,high,medium,medium,low,low,low,low,low,medium,medium,low,low,high,male
low,medium,low,low,low,medium,medium,medium,high,high,medium,low,low,low,low,high,medium,medium,low,high,male
low,medium,low,low,low,medium,medium,high,high,high,low,low,low,medium,low,medium,medium,low,low,high,male
low,medium,low,low,low,medium,medium,high,high,high,low,low,low,low,high,high,medium,low,low,high,male
low,medium,low,low,low,medium,high,high,high,high,low,low,low,medium,medium,high,medium,low,low,high,male
low,medium,low,low,low,medium,high,high,medium,medium,medium,low,low,medium,low,medium,medium,medium,medium,medium,male
low,medium,low,low,low,medium,high,high,medium,high,low,low,low,medium,low,medium,medium,low,low,high,male
low,medium,low,low,low,medium,high,high,medium,medium,low,low,low,low,low,low,medium,low,low,high,male
low,medium,medium,low,low,medium,high,high,medium,medium,low,low,low,medium,low,low,medium,low,low,high,male
low,medium,low,low,low,medium,high,high,medium,medium,low,low,low,medium,low,medium,medium,medium,medium,high,male
low,high,low,low,low,medium,medium,medium,high,high,medium,low,low,medium,medium,medium,medium,low,low,high,male
low,medium,low,low,low,medium,high,high,medium,high,low,low,low,medium,low,medium,medium,low,low,high,male
low,medium,low,low,low,medium,high,high,high,high,low,low,low,high,high,medium,medium,low,low,high,male
low,medium,medium,low,low,medium,high,high,medium,medium,low,low,low,high,high,low,medium,low,low,high,male
low,medium,medium,low,low,medium,high,high,medium,high,low,low,low,low,low,low,medium,low,low,high,male
low,medium,low,low,low,medium,high,high,medium,medium,medium,low,low,high,low,low,medium,low,low,high,male
low,medium,low,low,low,medium,medium,medium,medium,medium,low,low,low,high,low,medium,medium,low,low,high,male
low,medium,medium,low,low,medium,high,high,medium,high,medium,low,low,low,medium,low,medium,low,low,high,male
low,high,medium,low,low,medium,high,high,medium,medium,low,low,low,low,medium,low,medium,low,low,high,male
low,medium,medium,low,low,medium,high,medium,medium,medium,low,low,low,high,medium,low,low,low,low,high,male
low,medium,medium,low,low,medium,high,high,medium,medium,low,low,low,high,medium,low,medium,low,low,high,male
low,medium,low,low,low,medium,high,high,medium,high,low,low,low,low,low,low,low,low,low,high,male
low,medium,medium,low,low,medium,high,medium,medium,medium,medium,low,low,low,low,low,medium,low,low,high,male
low,medium,low,low,low,medium,medium,medium,medium,high,low,low,low,medium,low,low,medium,low,low,high,male
low,medium,low,low,low,medium,high,high,medium,high,low,low,low,medium,low,medium,low,low,low,high,male
low,high,low,low,low,medium,high,high,medium,high,low,low,low,low,low,medium,medium,low,low,high,male
low,high,low,low,low,medium,high,high,high,high,low,low,low,low,high,low,medium,low,low,high,male
low,medium,low,low,low,medium,high,high,medium,high,low,low,low,medium,high,low,low,low,low,high,male
low,medium,low,low,low,medium,high,high,medium,high,low,low,low,low,low,high,medium,medium,medium,high,male
low,high,low,low,low,medium,medium,medium,high,high,low,low,low,medium,low,medium,low,medium,medium,high,male
low,medium,low,low,low,medium,high,high,medium,high,low,low,low,medium,low,medium,medium,medium,medium,high,male
low,medium,low,low,low,medium,medium,medium,high,high,low,low,low,medium,high,medium,low,medium,medium,high,male
low,medium,low,low,low,medium,high,high,medium,high,low,low,low,medium,high,medium,medium,medium,medium,high,male
low,medium,low,low,low,medium,medium,medium,high,high,low,low,low,low,low,medium,medium,medium,medium,high,male
low,medium,low,low,low,medium,high,high,high,high,low,low,low,high,low,medium,medium,medium,medium,high,male
low,medium,low,low,low,medium,high,high,medium,medium,low,low,low,low,low,medium,medium,medium,medium,high,male
low,medium,low,low,low,medium,high,high,medium,high,low,low,low,high,low,low,medium,low,low,high,male
low,medium,low,low,low,medium,high,high,medium,medium,low,low,low,high,low,low,low,low,low,high,male
low,high,low,low,low,high,high,high,medium,high,low,low,low,low,low,low,low,low,low,high,male
low,medium,low,low,low,medium,high,high,medium,high,medium,low,low,low,high,medium,low,low,low,high,male
low,high,low,low,low,high,low,low,high,high,low,low,low,low,low,low,medium,low,low,high,male
low,high,low,low,low,high,low,low,high,high,low,low,low,low,low,low,medium,low,low,high,male
low,high,low,low,medium,high,low,low,high,high,high,low,low,low,medium,low,low,low,low,high,male
low,high,low,low,medium,high,low,low,high,high,low,low,low,low,low,medium,medium,medium,medium,high,male
low,high,low,low,medium,high,low,low,high,high,low,low,low,low,low,low,low,low,low,high,male
low,high,low,low,medium,high,low,low,high,high,medium,low,low,low,low,medium,medium,medium,medium,low,male
low,high,low,low,medium,high,medium,medium,high,high,medium,low,low,medium,low,low,low,low,low,high,male
low,high,low,low,medium,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,high,male
low,high,low,low,low,high,medium,medium,high,high,low,low,low,medium,low,low,low,low,low,high,male
low,high,low,low,medium,high,low,low,high,high,low,low,low,low,medium,medium,low,medium,medium,medium,male
low,high,low,low,low,high,medium,medium,high,high,low,low,low,low,medium,medium,low,high,high,medium,male
low,high,low,low,low,high,medium,medium,high,high,low,low,low,medium,low,low,low,medium,medium,low,male
low,high,low,low,low,high,medium,medium,high,high,low,low,low,low,medium,medium,low,high,high,medium,male
low,high,low,low,low,high,low,low,high,high,low,low,low,low,medium,medium,low,medium,medium,medium,male
low,high,low,low,low,high,low,low,high,high,low,low,low,low,medium,low,low,medium,medium,low,male
medium,high,medium,medium,high,high,low,medium,high,high,high,medium,low,medium,low,low,medium,medium,low,medium,male
medium,high,medium,medium,high,high,low,low,high,high,high,medium,low,medium,low,medium,medium,medium,medium,medium,male
medium,medium,high,medium,high,high,medium,medium,medium,medium,high,medium,low,low,low,low,medium,medium,medium,medium,male
high,medium,high,medium,high,high,high,high,low,medium,high,high,low,medium,low,low,medium,low,low,high,male
low,high,medium,low,medium,high,medium,medium,high,high,high,low,low,low,low,low,medium,low,low,high,male
medium,medium,medium,medium,medium,high,low,medium,high,medium,high,medium,low,medium,low,low,medium,low,low,high,male
high,medium,high,medium,high,high,low,low,medium,medium,high,high,low,medium,low,low,medium,low,low,high,male
medium,medium,medium,medium,high,high,low,low,high,high,high,medium,low,low,low,medium,medium,medium,medium,medium,male
medium,high,medium,medium,high,high,medium,medium,high,high,high,medium,low,low,medium,medium,medium,medium,medium,high,male
medium,high,medium,medium,high,high,low,low,high,high,high,medium,low,low,low,low,medium,low,low,medium,male
medium,medium,high,medium,high,medium,low,low,medium,medium,high,medium,low,high,low,high,medium,medium,medium,high,male
medium,high,high,medium,high,high,low,low,high,high,high,medium,low,medium,low,medium,medium,medium,low,high,male
medium,high,high,medium,high,high,low,low,high,high,high,medium,low,low,low,medium,medium,medium,medium,high,male
medium,medium,medium,medium,medium,medium,low,low,high,high,high,medium,low,high,low,medium,medium,medium,medium,high,male
medium,high,high,medium,high,high,low,low,high,high,high,medium,low,low,medium,medium,medium,medium,medium,high,male
medium,high,medium,low,medium,medium,low,medium,high,high,high,medium,low,low,low,medium,medium,medium,medium,high,male
low,high,low,low,medium,high,low,low,high,high,low,low,low,medium,low,low,medium,low,low,high,male
medium,high,medium,medium,high,high,low,low,high,high,low,medium,low,medium,low,high,medium,medium,medium,high,male
low,high,low,low,medium,high,medium,medium,high,high,high,low,low,medium,low,low,medium,low,low,high,male
medium,high,medium,medium,high,high,low,low,high,high,high,medium,low,low,medium,medium,medium,medium,medium,high,male
high,medium,high,medium,high,high,low,low,medium,medium,high,high,low,low,low,medium,medium,low,low,high,male
medium,medium,medium,medium,medium,medium,low,low,high,medium,high,medium,low,low,medium,low,medium,low,low,low,male
high,high,high,medium,high,high,low,low,high,medium,high,high,low,medium,low,medium,medium,high,high,medium,male
medium,high,high,medium,high,high,low,low,high,high,high,medium,low,low,low,low,low,medium,medium,low,male
medium,medium,medium,medium,medium,medium,low,low,high,high,high,medium,low,medium,low,medium,medium,high,high,high,male
medium,medium,high,medium,high,medium,low,medium,high,high,high,medium,low,high,low,medium,medium,medium,medium,high,male
medium,medium,high,medium,high,medium,low,low,high,medium,high,medium,low,low,medium,medium,low,medium,medium,medium,male
medium,medium,high,medium,high,medium,low,low,high,medium,high,medium,low,medium,low,medium,low,medium,medium,high,male
medium,medium,medium,medium,medium,medium,low,low,high,high,high,medium,low,medium,low,high,medium,medium,medium,high,male
medium,high,low,medium,high,high,low,low,high,high,high,medium,low,medium,low,medium,low,medium,medium,low,male
low,high,low,low,medium,high,low,low,high,high,high,low,low,medium,medium,medium,low,medium,medium,high,male
medium,medium,medium,medium,high,high,low,low,high,medium,high,medium,low,medium,medium,medium,medium,medium,medium,high,male
medium,medium,medium,medium,high,medium,low,low,high,high,low,medium,low,medium,low,low,low,low,low,medium,male
medium,medium,high,medium,high,high,low,low,high,medium,low,medium,low,low,low,medium,medium,medium,medium,high,male
high,high,high,medium,high,high,low,low,high,medium,high,high,low,medium,low,low,medium,medium,medium,low,male
high,medium,high,medium,high,high,high,high,medium,medium,high,high,low,medium,low,medium,medium,medium,medium,high,male
medium,medium,high,medium,high,high,medium,medium,medium,medium,high,medium,medium,medium,medium,medium,low,medium,medium,medium,male
medium,high,high,medium,medium,medium,low,low,high,high,high,medium,low,medium,low,medium,medium,medium,medium,high,male
medium,medium,high,medium,high,high,medium,medium,medium,medium,high,medium,low,medium,low,medium,medium,high,high,medium,male
low,high,medium,low,medium,high,medium,medium,high,high,high,low,low,low,low,high,low,medium,medium,high,male
medium,medium,high,medium,medium,medium,low,low,medium,medium,high,medium,low,medium,low,low,medium,medium,medium,low,male
medium,medium,high,medium,medium,medium,medium,medium,medium,medium,high,medium,low,medium,low,low,low,low,low,high,male
medium,medium,medium,medium,medium,medium,low,low,high,medium,high,medium,low,medium,low,high,medium,high,medium,high,male
high,high,high,medium,high,high,medium,medium,medium,medium,high,high,low,medium,medium,low,medium,low,low,high,male
medium,medium,high,medium,medium,medium,low,low,medium,medium,high,medium,low,low,medium,medium,medium,medium,medium,medium,male
medium,high,low,medium,medium,medium,low,low,high,high,high,medium,low,low,low,medium,low,medium,medium,high,male
medium,medium,high,medium,high,medium,low,low,high,medium,high,medium,low,low,low,medium,medium,high,high,high,male
medium,medium,high,medium,medium,medium,low,low,high,medium,high,medium,low,low,low,medium,medium,medium,medium,medium,male
medium,medium,high,medium,high,high,low,low,high,medium,high,medium,low,medium,low,medium,medium,low,low,medium,male
high,medium,high,medium,high,high,low,low,medium,medium,high,high,low,medium,low,medium,medium,medium,medium,medium,male
medium,high,high,low,high,high,low,low,high,high,high,medium,low,low,low,medium,medium,medium,medium,high,male
high,medium,high,medium,high,high,low,low,medium,medium,high,high,low,medium,low,medium,medium,medium,medium,high,male
medium,high,medium,medium,high,high,low,low,high,high,low,medium,low,low,low,low,low,low,low,high,male
high,medium,high,medium,high,medium,low,low,medium,medium,high,high,low,medium,low,medium,medium,medium,medium,medium,male
